[21:5:8]:[INFO]: Time:358 ms | Alive:true | Loss:0.00
[21:5:9]:[INFO]: Time:321 ms | Alive:true | Loss:0.00
[21:5:10]:[INFO]: Time:277 ms | Alive:true | Loss:0.00
[21:5:11]:[INFO]: Time:401 ms | Alive:true | Loss:0.00
[21:5:12]:[INFO]: Time:360 ms | Alive:true | Loss:0.00
[21:5:13]:[INFO]: Time:630 ms | Alive:true | Loss:0.00
[21:5:14]:[INFO]: Time:462 ms | Alive:true | Loss:0.00
[21:5:15]:[INFO]: Time:373 ms | Alive:true | Loss:0.00
[21:5:16]:[INFO]: Time:407 ms | Alive:true | Loss:0.00
[21:5:17]:[INFO]: Time:280 ms | Alive:true | Loss:0.00
[21:5:18]:[INFO]: Time:331 ms | Alive:true | Loss:0.00
[21:5:19]:[INFO]: Time:361 ms | Alive:true | Loss:0.00
[21:5:20]:[INFO]: Time:312 ms | Alive:true | Loss:0.00
[21:5:21]:[INFO]: Time:335 ms | Alive:true | Loss:0.00
[21:5:22]:[INFO]: Time:356 ms | Alive:true | Loss:0.00
[21:5:23]:[INFO]: Time:366 ms | Alive:true | Loss:0.00
[21:5:24]:[INFO]: Time:389 ms | Alive:true | Loss:0.00
[21:5:25]:[INFO]: Time:302 ms | Alive:true | Loss:0.00
[21:5:26]:[INFO]: Time:310 ms | Alive:true | Loss:0.00
[21:5:27]:[INFO]: Time:356 ms | Alive:true | Loss:0.00
[21:5:28]:[INFO]: Time:377 ms | Alive:true | Loss:0.00
